chrUn_AAWZ02040322	chr17,37864,chr5,15600,chr13,12924
chrUn_GL343520	chr19,254608,chr6,111335,chr11,77942,chr16,58369,chr9,27607,chr4,19609,chrUn_gl000222,7510,chrUn_gl000224,6477,chrX,3518,chr5,2486,chr3,2239,chr10,2101
chrUn_GL343527	chr14,492277,chr1,14968
chrUn_GL343526	chr5,328880,chr10,68991
chrUn_GL343525	chr20,50943
chrUn_GL343524	chr3,577191,chr19,100490,chr1,5626,chr7,2056
chrUn_GL344844	chr9,69657
chrUn_GL343529	chr8,252105,chr16,18926
chrUn_GL343528	chrX,565855,chr18,60184,chr9,3712,chr6,2070
chrUn_AAWZ02037198	chr1,91410
chrUn_AAWZ02040799	chr14,7980
chrUn_AAWZ02041748	chr15,6958,chr19,2808
chrUn_AAWZ02041463	chr8,8038
chrUn_AAWZ02035620	chr14,44104,chr5,10625
chrUn_GL344949	chr1,76730
chrUn_GL343419	chr7,270706,chr2,10410,chr5,9991,chr16,6149,chr6,2759
chrUn_GL343418	chr8,893919
chrUn_GL343417	chr22,2605688,chr12,503433,chr8,37925,chr6,27032,chr1,16682,chr3,14709,chr16,11921,chr18,7153,chr11,4455,chr17,2280
chrUn_GL343416	chr9,434269
chrUn_GL343415	chr7,34184,chr3,20265,chrX,19498,chr6,14352,chr19,9993,chr2,8915
chrUn_GL343414	chr3,407331,chr19,389693,chr1,229633
chrUn_GL343413	chr20,270956,chr3,20434,chr12,10981,chr10,10400,chr2,9345
chrUn_GL343412	chr3,163824,chr15,50562,chr12,10041,chr2,9100,chr7,5851,chr14,5557
chrUn_GL343411	chr2,1327689,chr11,3822
chrUn_GL343410	chr1,747270
chrUn_AAWZ02041057	chr3,33579
chrUn_AAWZ02040210	chr5,16237
chrUn_AAWZ02039866	chr14,9996
chrUn_AAWZ02038815	chr21,9678
chrUn_AAWZ02039863	chr1,17015
chrUn_AAWZ02041745	chr17,17148
chrUn_AAWZ02039384	chr7,53427,chr19,3187,chr6,2047
chrUn_AAWZ02038811	chr21,45004
chrUn_AAWZ02041075	chr16,21034
chrUn_GL343709	chr1,538191
chrUn_GL343708	chr7,163850,chr20,9969,chr8,3417
chrUn_GL343703	chr1,342165
chrUn_GL343702	chrX,57955
chrUn_GL343701	chr1,330858
chrUn_GL343700	chr2,46115,chr8,10820
chrUn_GL343706	chr1,741489,chr2,3793
chrUn_GL343705	chr11,178442
chrUn_GL343704	chr8,145404,chr17,17741
chrUn_GL344781	chr9,33075,chr11,7060,chr7,3335
chrUn_AAWZ02041081	chr19,21812
chrUn_GL344511	chr8,13391,chr16,9343
chrUn_AAWZ02041679	chr19,14155,chr5,6534
chrUn_AAWZ02037129	chr1,80231
chrUn_AAWZ02041672	chr19,23086
chrUn_AAWZ02041409	chr16,12775
chrUn_AAWZ02041910	chr10,13442
chrUn_GL343893	chr1,294176
chrUn_AAWZ02040417	chr1,28156
chrUn_AAWZ02040410	chr7,14562
chrUn_AAWZ02040413	chr12,14255,chr7,5372
chrUn_GL344372	chr1,7252
chr5	chr12,36133638,chr4,33462088,chr7,22450693,chr22,10594864,chr10,3606744,chr8,1195822,chr2,959815,chr1,351334,chr3,321558,chr9,183479,chr6,175530,chr11,127065,chr5,97806,chr18,69232,chr14,64333,chr19,51355,chr15,50267,chr20,36869,chr16,35317,chr17,31942,chr13,7282,chrX,3161
chrUn_GL344279	chr8,114486
chrUn_GL344377	chr9,47151,chr18,10990
chrUn_GL344376	chr2,69520,chrX,19591,chr3,9736,chr22,9122
chrUn_GL343677	chr16,527057
chrUn_GL343676	chr19,275344,chr16,58926,chr1,12046,chr2,9688,chr15,3921,chr5,3547
chrUn_GL343675	chr16,599603
chrUn_GL343674	chr2,189252,chr11,10290,chr3,9968
chrUn_GL343673	chr19,298389,chr16,10568,chr1,6171,chr7,5857,chr17,4018
chr1	chr2,59255865,chr6,44753506,chr14,31526411,chr11,27031357,chr1,24910621,chr15,13401148,chr5,7416740,chr3,4764045,chr20,4331944,chr13,3365893,chr18,2458771,chr8,1820606,chr21,804049,chr12,433852,chr7,240266,chr10,235164,chr17,234085,chrX,153076,chr4,145241,chr9,111985,chr19,53678,chr22,37489,chr16,10998
chrUn_GL343671	chr15,466651,chr21,32770,chr22,12740,chr14,7377,chr16,4891,chr9,3657
chrUn_GL343670	chr16,679763,chr13,9794,chr19,7676
chrUn_AAWZ02041786	chr1,10083
chrUn_AAWZ02038436	chr19,40239
chrUn_GL344374	chr11,8459
chrUn_AAWZ02041782	chr11,31664
chrUn_AAWZ02038431	chr11,39806
chrUn_GL343679	chr8,241082
chrUn_GL343678	chr12,125464,chr4,6597
chrUn_GL344272	chr9,79434,chr1,5173
chrUn_AAWZ02036615	chr11,33907
chrUn_GL343953	chr2,95639,chr20,4982
chrUn_AAWZ02039129	chr3,27698
chrUn_GL343899	chr11,89753,chr15,16771,chr1,11631
chrUn_GL344378	chr16,96337
chrUn_GL344276	chr16,139774
chrUn_GL344277	chr5,29559,chr20,16358
chrUn_GL344522	chr19,46214,chr7,12992
chrUn_AAWZ02038610	chr3,36812,chr19,11007,chr10,4444,chr7,2743,chr6,2123
chrUn_GL344274	chr19,191692
chrUn_AAWZ02038612	chr3,15216
chrUn_GL344275	chrX,97947
chrUn_AAWZ02036120	chr3,24965
chrUn_AAWZ02039059	chr1,19610
chrUn_GL344175	chr13,41484,chrX,18825
chrUn_AAWZ02036728	chr17,42991
chrUn_AAWZ02036729	chr3,24838
chrUn_GL344141	chr2,83696
chrUn_AAWZ02040106	chr17,24930
chrUn_GL344174	chr1,74287
chrUn_AAWZ02037731	chr9,166378,chr1,8573
chrUn_AAWZ02038059	chr15,8436
chrUn_AAWZ02039055	chr9,16779
chrUn_AAWZ02036727	chr9,9656
chrUn_AAWZ02040308	chr1,36729,chr15,7115
chrUn_GL344176	chr3,22762
chrUn_AAWZ02041254	chr1,13677
chrUn_AAWZ02041256	chr11,9705
chrUn_AAWZ02039698	chr19,45638
chrUn_AAWZ02040301	chr5,33466
chrUn_GL344171	chr3,34929,chr4,22636,chr2,16913
chrUn_AAWZ02039694	chr19,38945
chrUn_AAWZ02039693	chr2,26279
chrUn_AAWZ02039692	chr19,44715
chrUn_AAWZ02039691	chr21,25877,chr17,5263,chr3,4368
chrUn_GL344170	chr2,63247
chrUn_GL344173	chr7,148820
chrUn_GL344172	chr17,92259,chr4,4055,chr1,2848
chrUn_AAWZ02040279	chr5,10203
chrUn_GL343474	chr3,812622
chrUn_GL343264	chr15,1613910
chrUn_GL343265	chr18,1089971,chr16,11721
chrUn_GL343266	chr6,835342,chr7,14833
chrUn_GL343267	chr1,933701,chr14,22689,chr2,10838
chrUn_GL343260	chr17,1460827,chr10,6886
chrUn_GL343261	chr14,1490722,chr10,15898,chr20,14650,chr6,10216,chr18,2590
chrUn_GL343262	chr10,1505349,chr4,32133,chr9,25502,chr6,13574,chr5,8630
chrUn_GL343263	chr16,2181855,chr17,61740,chrY,8987,chrX,2045
chrUn_AAWZ02037237	chr17,78911
chrUn_AAWZ02037236	chrM,581063,chr17,30014,chrY,13696,chr22,5636,chr5,4841,chr4,2615,chr11,2499
chrUn_GL343476	chr9,1296745,chr15,16198,chr7,9220
chrUn_GL343268	chr10,754229,chr6,13048,chr5,6805
chrUn_GL344549	chr9,26579
chrUn_AAWZ02036864	chr4,86167
chrUn_AAWZ02039278	chr2,34382
chrUn_AAWZ02039274	chr14,28330
chrUn_AAWZ02040237	chr8,14095
chrUn_AAWZ02036318	chr9,109680
chrUn_AAWZ02040231	chr10,19794
chrUn_AAWZ02041329	chr3,19485
chrUn_AAWZ02039272	chr15,16639
chrUn_AAWZ02039581	chr12,28299
chrUn_AAWZ02039589	chr15,30118
chrUn_AAWZ02039588	chr1,10959
chrUn_AAWZ02040382	chr21,27357,chr6,2420
chrUn_AAWZ02036645	chr22,26686
chrUn_AAWZ02038928	chr7,23380
chrUn_AAWZ02039455	chr14,25543
chrUn_AAWZ02037520	chr1,30322
chrUn_AAWZ02039492	chr10,17569
chrUn_GL344399	chr19,94449,chr5,19586,chr12,7338
chrUn_AAWZ02039153	chr15,30667
chrUn_GL344398	chrX,36029
chrUn_AAWZ02039475	chr9,11328
chrUn_AAWZ02039474	chr19,35704
chrUn_AAWZ02039473	chr18,14137,chr7,2471
chrUn_AAWZ02039472	chr3,6926
chrUn_AAWZ02040127	chr17,37182
chrUn_AAWZ02038840	chr12,73816,chr3,7728,chr19,7119
chrUn_AAWZ02039479	chr1,23800
chrUn_AAWZ02039478	chrX,20039
chrUn_GL344140	chr1,44299,chr9,38864,chr11,34899
chrUn_GL344395	chr15,18474
chrUn_GL344490	chr4,70993,chr1,18413,chr21,3231,chr6,2815,chr16,2007
chrUn_GL344491	chr1,84969,chr8,13414,chr9,9558,chr19,8342
chrUn_GL344144	chr11,99029,chr1,60395
chrUn_GL344497	chr19,42616
chrUn_GL344494	chr17,87241
chrUn_GL343874	chr19,108469,chr8,2130
chrUn_GL344148	chr10,90244,chr17,11040
chrUn_GL344149	chr16,482465
chrUn_GL344498	chr1,127241
chrUn_GL344499	chr1,82319
chrUn_GL344397	chr19,16037
chrUn_AAWZ02038152	chr9,19981
chrUn_GL343848	chr1,212767,chr21,15153,chrY,11678,chr4,11469,chr11,3656,chrX,2067
chrUn_GL343849	chr16,278111,chr8,10690,chr19,9999
chrUn_AAWZ02037143	chr20,8633,chr4,8023
chrUn_GL344396	chr16,79860
chrUn_AAWZ02037145	chr8,49276
chrUn_GL344813	chr3,19747
chrUn_GL344810	chr9,39468,chr2,11646,chr1,5463
chrUn_GL343840	chr16,252818
chrUn_GL343841	chr16,51621
chrUn_GL343842	chrX,241486
chrUn_GL343843	chr1,206105
chrUn_GL343844	chr15,17952
chrUn_GL343845	chr14,152614
chrUn_GL343846	chr16,479535,chr1,11129
chrUn_GL344819	chr4,21231
chrUn_AAWZ02040464	chr9,25390
chrUn_GL344393	chr12,115426
chrUn_AAWZ02038363	chr2,11276
chrUn_GL344392	chr19,95458
chrUn_AAWZ02040467	chr9,39436
chrUn_GL344728	chr19,104820
chrUn_GL344729	chr2,9058,chr3,6401,chr12,4092
chrUn_GL344724	chr1,146143
chrUn_GL344725	chr1,11454
chrUn_GL344726	chr19,27568
chrUn_GL344727	chr19,9441
chrUn_GL344720	chr19,34839
chrUn_GL344721	chr20,117185
chrUn_GL344723	chr22,21415,chr13,13074
chrUn_GL343288	chr9,540928,chr15,14282,chr13,11277,chr8,10012,chr12,9860,chr11,8951,chr19,7086
chrUn_GL343289	chr18,856447,chr6,27667,chr1,7291
chrUn_GL343286	chr19,1459094,chr5,523562,chr4,8493
chrUn_GL343287	chr16,826059,chr19,406592,chr11,66011,chr17,59139,chr6,53686,chrY,22083,chr13,21356,chr2,13421,chr3,11136,chr1,8051,chr12,7594,chr8,3892,chr5,2574,chr9,2541
chrUn_GL343284	chr2,2481861,chr1,13437
chrUn_GL343285	chr1,2325276,chr7,13908,chr4,4942
chrUn_GL343282	chr12,1658113,chr22,1149781,chr9,33157,chr19,26584,chr11,16998,chr10,11319
chrUn_GL343283	chr11,1456263,chr3,93696,chr10,67464,chr8,28532,chr6,18017,chr13,11870,chr15,7119,chr1,5604
chrUn_GL343280	chr2,1685179
chrUn_GL343281	chr19,739762,chr14,46707,chr12,32151,chr8,18763,chr11,15427,chr7,11943,chr6,11268,chr15,10929,chr16,6219,chr5,2566
chrUn_AAWZ02040385	chr17,10310
chrUn_AAWZ02040136	chr13,9085
chrUn_GL344922	chr4,11271
chrUn_GL344923	chr20,21864
chrUn_GL344920	chr2,65062,chr10,2948
chrUn_GL344921	chr3,7702
chrUn_GL344927	chr17,18205
chrUn_GL344924	chr9,12411
chrUn_AAWZ02041892	chr7,15183
chrUn_AAWZ02041893	chr15,39662
chrUn_GL344928	chr7,8488
chrUn_GL344929	chr19,42805
chrUn_AAWZ02035960	chr19,53428,chr1,8925,chr16,4480
chrUn_GL345037	chr2,8942
chrUn_GL345035	chr7,28610,chr2,7306,chr12,4465,chr17,3926
chrUn_GL345034	chr10,35240
chrUn_GL345033	chr8,11227
chrUn_GL345026	chr16,83444
chrUn_GL345031	chr11,47187,chr19,7051
chrUn_GL344038	chr9,210473
chrUn_GL344039	chr11,147070
chrUn_AAWZ02038986	chr17,9559
chrUn_AAWZ02038987	chr1,10199
chrUn_AAWZ02038982	chr1,6623
chrUn_AAWZ02038983	chr3,95325
chrUn_GL344030	chr11,186050,chr5,8223
chrUn_GL344031	chr14,242728,chr20,2071
chrUn_GL344032	chrX,78375,chr2,50295,chr19,15387,chr10,11773
chrUn_GL344033	chr16,205901
chrUn_GL344034	chr5,19531
chrUn_GL344035	chr21,39422
chrUn_GL344036	chr6,150795
chrUn_GL344037	chr19,132799,chr11,23863,chr12,9694,chr3,4702
chrUn_AAWZ02039906	chr15,26780
chrUn_AAWZ02038847	chr5,58229,chr1,2669,chr19,2156
chrUn_AAWZ02039904	chr8,20096
chrUn_AAWZ02039903	chr19,15084
chrUn_AAWZ02039902	chr14,37908
chrUn_AAWZ02040134	chr2,27863
chrUn_AAWZ02039909	chr15,52569
chrUn_AAWZ02040227	chr1,8332
chrUn_AAWZ02040786	chr19,30392
chrUn_AAWZ02040781	chr6,7075
chrUn_AAWZ02040780	chr17,10917
chrUn_AAWZ02040783	chr2,11447
chrUn_AAWZ02039968	chr3,7064
chrUn_AAWZ02040788	chr17,35255
chrUn_GL344423	chr1,6705
chrUn_AAWZ02039646	chr9,24298
chrUn_AAWZ02040386	chr6,39177
chrUn_GL344422	chr16,141440
chrUn_GL344421	chr17,102851
chrUn_GL344420	chr19,104315
chrUn_GL343347	chr4,529334,chr3,13443
chrUn_AAWZ02038895	chr11,48370
chrUn_AAWZ02041410	chr19,52635,chr17,5291
chrUn_GL344426	chr12,28195
chrUn_GL343468	chr10,356963,chr19,6997,chr1,6392,chr21,2579
chrUn_GL343469	chr16,149105,chr19,93481
chrUn_GL343345	chr4,561244,chr7,93732,chr3,35080,chr13,35078,chr11,24010,chr15,13595,chr2,9548
chrUn_GL343462	chr17,1484472,chr7,112833,chr12,38161,chr19,19151,chr6,11560,chr3,8483,chr9,6013
chrUn_GL343463	chr9,465409,chr12,46006,chr7,15612,chr8,2708
chrUn_GL343460	chr22,1199727,chrX,53628
chrUn_GL343344	chr2,722138,chr1,8347
chrUn_GL343466	chr14,1110246,chr17,243017,chr6,210425,chr2,197970,chr7,104358,chrX,63284,chr11,16223,chr5,4135,chr3,3941,chr9,2792,chr10,2630,chr1,2443
chrUn_GL343467	chr15,2045008,chr1,38882
chrUn_GL343464	chr1,999840,chr16,23763,chr12,21182,chr21,4585,chr6,2732
chrUn_GL343465	chrX,651917,chr11,46278,chr22,38336,chr19,27506,chr1,22066,chr8,11241,chr13,8827,chr6,5360,chr5,4272
chrUn_AAWZ02036947	chr6,18805,chrX,3351
chrUn_GL343349	chr10,570751,chr12,176621,chr4,167262,chr6,21078,chr3,19991
chrUn_GL344658	chr9,90122
chrUn_GL344659	chr11,73244
chrUn_AAWZ02039631	chr8,19694
chrUn_GL344876	chr9,62893
chrUn_AAWZ02039879	chr17,20676
chrUn_GL344877	chr4,15717
chrUn_AAWZ02041525	chr19,9199
chrUn_AAWZ02041529	chr12,7912
chrUn_AAWZ02039874	chr10,13108
chrUn_AAWZ02041162	chr3,64031
chrUn_AAWZ02040683	chr9,17897
chrUn_GL343681	chr6,232335
chrUn_AAWZ02041163	chr18,13410
chrUn_AAWZ02038652	chr16,27553
chrUn_AAWZ02036933	chr7,8805
chrUn_GL344220	chr20,76161,chr8,8564
chrUn_AAWZ02036932	chr3,29660
chrUn_GL344244	chr1,61213
chrUn_AAWZ02039564	chr10,8429
chrUn_AAWZ02039701	chr16,20900
chrUn_GL344223	chr17,96282
chrUn_GL343320	chr2,7364941,chr1,46739,chr7,25609,chr10,7616,chr19,3178
chrUn_AAWZ02038339	chr2,8371
chrUn_AAWZ02038790	chr19,59354,chr5,6806
chrUn_AAWZ02038334	chr1,42639,chr3,22014,chr17,6206,chr19,3617
chrUn_AAWZ02041361	chr15,38539
chrUn_AAWZ02038193	chr14,20057
chrUn_AAWZ02040429	chr14,20870
chrUn_AAWZ02038920	chr2,13673
chrUn_AAWZ02038195	chr19,20763
chrUn_AAWZ02040260	chr16,10081
chrUn_GL345113	chr19,36647
chrUn_AAWZ02038198	chr12,18999
chrUn_AAWZ02040425	chr7,11086,chr12,2822
chrUn_AAWZ02040427	chr8,16567
chrUn_AAWZ02039706	chr8,14222
chrUn_GL343324	chr3,1565412,chrX,2721
chrUn_GL343602	chr7,213249,chr2,9742
chrUn_GL343603	chrX,206527,chr9,30591
chrUn_GL343600	chr2,249935
chrUn_GL343601	chr9,516141
chrUn_GL343606	chr16,164633,chr17,69983,chr1,8917
chrUn_GL343607	chr18,105217
chrUn_GL343604	chr19,79149,chr12,16125,chr1,14458,chr2,2197
chrUn_GL343605	chr11,148607,chr14,25699,chr20,18855,chr5,12997,chr18,7646,chr16,7169,chr19,2635
chrUn_GL343608	chr2,873713,chr8,131006,chr10,15234,chr17,11767,chr5,2576
chrUn_GL343609	chr1,1425374
chrUn_AAWZ02041792	chr17,44193,chr22,2049
chrUn_AAWZ02036604	chr15,76938,chrX,10477
chrUn_AAWZ02036607	chr19,31041
chrUn_AAWZ02038426	chr16,13360
chrUn_AAWZ02038425	chr2,19863
chrUn_GL343327	chr7,1189498
chrUn_AAWZ02039116	chr6,29454,chr20,13298
chrUn_AAWZ02038858	chr18,48550
chrUn_AAWZ02038609	chr9,46032
chrUn_AAWZ02038608	chr6,11135
chrUn_AAWZ02036425	chr17,10027
chrUn_GL343326	chrX,642411,chr3,553185,chr17,334736,chr19,85058,chr11,55058,chr2,11421,chr6,5381,chr1,4543,chr10,2501
chrUn_AAWZ02038607	chrX,28368
chrUn_AAWZ02036422	chr19,118940
chrUn_AAWZ02038517	chr11,33187
chrUn_AAWZ02038516	chr9,13985
chrUn_AAWZ02038515	chr3,15005
chrUn_AAWZ02041082	chr1,8455
chrUn_AAWZ02038045	chr9,16768,chr6,2213
chrUn_AAWZ02038044	chr9,29258
chrUn_AAWZ02038047	chr20,14066
chrUn_AAWZ02038049	chr15,8720
chrUn_AAWZ02038048	chr1,83817
chrUn_AAWZ02036733	chr11,21076,chr19,5189
chrUn_AAWZ02039067	chr8,7526
chrUn_AAWZ02036043	chr19,47896,chr1,12372
chrUn_AAWZ02041865	chr5,11943
chrUn_AAWZ02036736	chr15,8630
chrUn_AAWZ02041246	chr7,17534
chrUn_AAWZ02041244	chr9,7285
chrUn_AAWZ02040338	chr5,40334
chrUn_GL343321	chr3,600491,chr17,7176,chr1,3320
chrUn_AAWZ02039563	chr22,7769
chrUn_AAWZ02038269	chr16,35881
chrUn_AAWZ02040330	chr7,10401
chrUn_AAWZ02040332	chr20,8543
chrUn_AAWZ02040264	chr19,16250
chrUn_GL343273	chr3,1055098,chr12,187128,chr14,12099,chr4,10265,chr7,5649
chrUn_GL343272	chr14,834190,chr15,19787,chr6,3590
chrUn_GL343271	chr4,528826,chr7,32590,chr5,21242,chr20,10546,chr1,7125
chrUn_GL343270	chr14,722279,chr8,13602
chrUn_GL343277	chr22,571770,chr5,9808,chr11,7225,chr8,6704,chr3,5404,chrX,2194
chrUn_GL343276	chr19,1185543,chr1,715042,chr3,117603,chr8,49753,chr11,45957,chr7,28537,chr4,20145,chr2,12399,chr21,7662,chr6,6228
chrUn_GL343275	chr7,4168662
chrUn_GL343274	chr14,609050,chr19,236499,chr10,35612,chr7,9881,chr11,5262,chr22,3591,chr21,2909
chrUn_GL343279	chr19,1383296,chr16,742334,chr22,299070,chr6,118117,chr17,46730,chr12,23875,chr7,12696,chr11,12641,chr5,12379,chr20,6681,chr1,5596,chr14,5381
chrUn_GL343278	chr2,3581939
chrUn_AAWZ02039648	chr14,9573
chrUn_AAWZ02040265	chr1,8897
chrUn_GL345118	chr11,10445
chrUn_AAWZ02036133	chr5,20858
chrUn_AAWZ02041339	chr7,14294
chrUn_AAWZ02041338	chr2,31227,chrX,4795
chrUn_AAWZ02037952	chr10,10120
chrUn_AAWZ02040875	chr17,17362
chrUn_AAWZ02037950	chr3,18338
chrUn_AAWZ02041337	chr11,30365,chr22,2442
chrUn_AAWZ02039241	chr7,11544
chrUn_AAWZ02039242	chr11,8970
chrUn_AAWZ02039243	chr5,42222
chrUn_AAWZ02040204	chr1,10574
chrUn_GL343323	chr4,1083529,chr10,4718,chr6,2505
chrUn_AAWZ02039247	chr18,8217
chrUn_AAWZ02037390	chr9,76589,chrX,8782
chrUn_AAWZ02037391	chr19,66969
chrUn_AAWZ02037392	chr14,75769
chrUn_AAWZ02037393	chr14,10385
chrUn_AAWZ02037394	chrX,47214
chrUn_AAWZ02037395	chr2,60398
chrUn_AAWZ02037396	chr2,20622
chrUn_AAWZ02037398	chr17,55501
chrUn_AAWZ02037556	chrX,73143
chrUn_AAWZ02037554	chr8,14964
chrUn_GL343322	chr11,845644
chrUn_AAWZ02037550	chr21,12423
chrUn_AAWZ02040759	chr16,10626,chrX,7006
chrUn_GL344158	chr1,46220,chr8,16333,chr20,5142,chr6,2576
chrUn_GL344157	chr16,56683
chrUn_GL344156	chr12,107249
chrUn_GL344155	chr17,363974
chrUn_GL344154	chr15,143189
chrUn_GL344153	chrX,12157,chr6,7437
chrUn_GL344152	chr13,18771
chrUn_GL344151	chr9,117996
chrUn_GL344150	chr16,194866
chrUn_GL344481	chr11,177001
chrUn_GL344480	chr1,14021
chrUn_GL344482	chr16,159255
chrUn_GL344485	chr16,118023
chrUn_GL344484	chr10,19402
chrUn_GL344487	chr17,50001
chrUn_GL344486	chr1,43899
chrUn_GL344489	chr19,25439
chrUn_GL344488	chr17,61231,chr12,3768
chrUn_GL343857	chr6,359953
chrUn_GL343856	chr16,947563,chr12,13841,chr5,7919,chr3,3472
chrUn_GL343855	chr22,321502,chr19,93410,chr8,27156,chrX,20975,chr20,15677,chr16,5196
chrUn_GL343854	chr6,57924
chrUn_GL343853	chr1,78338
chrUn_GL343852	chr19,403180
chrUn_GL343851	chr7,227223,chr3,12038
chrUn_GL343850	chr11,90850,chrX,32266,chr20,2005
chrUn_AAWZ02041945	chr18,35696
chrUn_GL344518	chr21,15422
chrUn_GL344809	chr7,23934,chr9,8097
chrUn_GL343859	chr9,48943,chr11,22676,chr3,13998,chr16,12275,chr12,12237,chr1,7857
chrUn_GL343858	chr2,448297,chr8,146304,chr6,13732
chrUn_AAWZ02039446	chr19,111356,chr8,13293
chrUn_GL344516	chr19,76840
chrUn_GL344515	chr19,98048
chrUn_AAWZ02040393	chr20,6609
chrUn_GL344739	chr1,24774
chrUn_GL344514	chr1,57547,chr10,51055,chr19,30096
chrUn_AAWZ02041946	chr17,18449
chrUn_GL345021	chr2,9082
chrUn_GL344733	chr17,25741
chrUn_GL344732	chr1,81198
chrUn_GL344731	chr2,8086
chrUn_GL344730	chr16,8191
chrUn_GL344736	chr11,69078
chrUn_GL344735	chr1,26657
chrUn_GL344734	chr19,65096,chr10,3159
chrUn_GL343299	chr19,6314438,chr17,17775
chrUn_GL343298	chr11,642553
chrUn_GL343295	chr16,1960677,chr19,758407,chr4,19197,chr18,9957,chr14,8193,chr5,4733,chr7,2538
chrUn_GL343206	chr10,4279442,chr8,9564,chr4,4725
chrUn_GL343297	chr10,1777948,chr4,462013,chr13,188291,chr8,10240,chr2,7115,chr14,3941
chrUn_GL343296	chr2,821473,chr18,88777,chr17,17745,chr8,3685,chr3,3613
chrUn_GL343291	chr20,1663114,chr3,10048
chrUn_GL343290	chr2,891255,chr1,20325,chr19,14509,chr11,9763
chrUn_GL343293	chr4,1963312,chr15,21358,chr5,3484
chrUn_GL343292	chr5,2772956
chrUn_GL343336	chr12,2612693
chrUn_AAWZ02036873	chr16,21369
chrUn_GL344105	chr2,10301
chrUn_GL345027	chr13,20602
chrUn_GL343334	chr1,651497,chr6,20976,chr17,2591
chrUn_AAWZ02035552	chr20,25879
chrUn_GL345028	chr19,40636,chr9,5435
chrUn_GL344107	chr1,194963
chrUn_GL344934	chr11,42607
chrUn_GL345029	chr19,46881
chrUn_GL344939	chr3,18993,chr17,4387
chrUn_GL343332	chr15,928135,chr3,184093,chr19,112043,chr12,90181,chr7,84984,chr8,41058,chr9,31040,chr16,3148,chr10,2519
chrUn_AAWZ02041883	chr10,8625
chrUn_AAWZ02039484	chr3,15205
chrUn_GL343333	chr8,591810,chr2,409692
chrUn_GL345048	chr1,32867
chrUn_GL345049	chr1,12394
chrUn_GL344450	chr17,96044
chrUn_AAWZ02035952	chr13,21087
chrUn_GL344103	chr16,350504
chrUn_GL345047	chr16,23991
chrUn_GL345045	chr17,8108
chrUn_GL344027	chrX,87527,chr11,9751,chr17,6494
chrUn_GL344026	chr19,131730,chr6,11441,chr7,5355,chrX,4131
chrUn_GL344025	chr17,103116
chrUn_GL344024	chr19,16715,chr17,7613
chrUn_GL344023	chr1,54143,chr8,25970
chrUn_GL343204	chr10,6812149,chr1,13756,chr17,12956
chrUn_GL344021	chr1,36329
chrUn_GL344020	chr2,16811
chrUn_AAWZ02038993	chr3,13306
chrUn_AAWZ02037766	chr19,51873,chr5,6355
chrUn_AAWZ02038991	chr9,11437
chrUn_AAWZ02037775	chr1,9485
chrUn_AAWZ02037772	chr8,18041,chr15,13280
chrUn_GL344029	chr8,63319,chr5,18875
chrUn_GL344028	chr19,111119,chr20,40933,chr14,2651
chrUn_AAWZ02039910	chr16,30838,chr19,17613,chr10,8988,chr6,3702,chr9,2658,chr3,2165
chrUn_AAWZ02040930	chr20,11389
chrUn_AAWZ02040931	chr13,46261
chrUn_AAWZ02040936	chr17,37754
chrUn_AAWZ02039912	chr4,46713
chrUn_AAWZ02040249	chr1,31513
chrUn_GL343205	chr5,4861851
chrUn_GL344458	chr19,210971,chr8,24709
chrUn_AAWZ02035739	chr4,75687
chrUn_AAWZ02039915	chr19,22667
chrUn_AAWZ02038263	chr7,29763
chrUn_AAWZ02038410	chr11,53807,chr19,3230
chrUn_AAWZ02037603	chr5,13773
chrUn_AAWZ02039440	chr1,23004
chrUn_AAWZ02037606	chr17,96943
chrUn_AAWZ02040394	chr20,15669
chrUn_AAWZ02037604	chr12,18208
chrUn_AAWZ02037605	chr1,66189
chrUn_AAWZ02041403	chr14,17518
chrUn_GL343479	chr15,1988946,chr6,4154,chr5,3041
chrUn_GL343478	chr2,992465,chr14,22288,chr3,10471,chr6,7502,chr19,2983,chr8,2596
chrUn_GL343610	chr1,274945,chr19,30750,chrY,5691
chrUn_GL343471	chr18,507598,chr15,41766,chrX,25286,chr6,12154,chr16,8430,chr8,5143
chrUn_GL343470	chr17,1871502
chrUn_GL343473	chr3,999470,chr17,17412,chr6,13929
chrUn_GL343472	chr11,1298789,chr3,10847,chr22,9380
chrUn_GL343475	chr20,435115
chrUn_AAWZ02035609	chr2,9166
chrUn_GL343477	chr5,75760
chrUn_GL343203	chr1,3638091,chr2,38183,chrX,17290,chr3,9913,chr6,3549,chr17,3335
chrUn_AAWZ02038293	chr7,46998
chrUn_GL343614	chr7,540425,chr22,136562,chr12,14683,chr16,9793
chrUn_AAWZ02038296	chr20,30575
chrUn_GL344234	chr2,79900,chr13,11634
chrUn_AAWZ02038297	chr19,26932
chrUn_AAWZ02041534	chr4,14911
chrUn_AAWZ02039808	chr16,16875
chrUn_AAWZ02038350	chr2,21704
chrUn_AAWZ02039578	chr15,20705
chrUn_AAWZ02041538	chr9,24205
chrUn_AAWZ02039804	chr1,8577
chrUn_AAWZ02039802	chr2,23784
chrUn_AAWZ02039803	chr11,26255
chrUn_AAWZ02039800	chr6,20316
chrUn_AAWZ02040793	chr1,7524
chrUn_AAWZ02038352	chr10,62716
chrUn_AAWZ02038355	chr2,8468
