chrUn_AAWZ02040322	chr15,40212,chr19,2973
chr2	chrZ,83719905,chr12,61134696,chr18,21619438,chr13,20985886,chr5,12128093,chrUn_random,4460139,chr3,4209335,chr7,4207162,chr1,3913115,chrE22C19W28_E50C23,2283605,chr8,1920747,chr16,1642107,chr17,1024909,chr2,835343,chr26,600279,chr9,388254,chrW_random,294189,chr28,192514,chr11,142060,chr4,139689,chr27,127856,chr19,103141,chr20,77469,chr14,75861,chr15,75189,chr6,48491,chr10,32348,chr25,25221,chr16_random,19819,chr23,16624,chrE22C19W28_E50C23_random,16524,chrE64,9191,chr28_random,2701
chrUn_GL344375	chr16,14202
chrUn_GL343894	chr10,268327,chr28,15709
chrUn_AAWZ02039468	chrUn_random,59871,chrE22C19W28_E50C23_random,3152
chrUn_AAWZ02038997	chr2,15244
chrUn_GL344379	chr2,136992
chrUn_GL343898	chr3,109471,chr5,60975,chrUn_random,13170
chrUn_AAWZ02041587	chr28,40673
chrUn_GL343387	chr4,992079
chrUn_GL343386	chr9,352615,chr10,10108
chrUn_GL343385	chr14,3131347
chrUn_GL343384	chr4,2095621
chrUn_GL343383	chr10,2315488
chrUn_GL343382	chr26,1096004,chr1,55385,chr6,9720
chrUn_GL343381	chr1,1787752,chr3,37278,chr10,30267
chrUn_GL343380	chr2,1765109
chrUn_AAWZ02038877	chr19,49649
chrUn_AAWZ02037771	chr21,61491
chrUn_GL344178	chr21,310772
chrUn_GL343389	chr10,548135
chrUn_GL343388	chr6,2039158
chrUn_AAWZ02037152	chr4,23210
chrUn_AAWZ02037151	chr11,34891
chrUn_GL343879	chr20,43136,chr1,33037,chr2,28859,chr11,19466,chrUn_random,14331
chrUn_GL343878	chr28,90901,chr25,86390,chrUn_random,18306
chrUn_AAWZ02038938	chrUn_random,10633
chrUn_AAWZ02037155	chr23,45320
chrUn_GL343875	chr4,162174
chrUn_GL344394	chr3,78875,chrUn_random,20084
chrUn_GL343877	chr11,77626,chrUn_random,70348,chr20,4484
chrUn_GL343876	chr10,138476
chrUn_GL343871	chr20,80731,chr3,7338
chrUn_GL343870	chr5,74310,chr21,15160
chrUn_GL343873	chr20,147928
chrUn_GL343872	chr10,442094
chrUn_AAWZ02038386	chr1,13752
chrUn_AAWZ02039592	chr19,36049
chrUn_AAWZ02039261	chr21,21917
chrUn_AAWZ02038382	chr4,68904
chrUn_AAWZ02038383	chrZ,26091
chrUn_GL344710	chr25,101437
chrUn_GL344712	chr21,11473
chrUn_GL344715	chr19,75859
chrUn_GL344714	chr16_random,26060
chrUn_GL344717	chr14,36350
chrUn_GL344719	chr21,112535
chrUn_GL344718	chr4,60783
chrUn_AAWZ02038880	chr17,56142
chrUn_AAWZ02036934	chr6,20878,chrUn_random,11327,chr4,4159
chrUn_AAWZ02034579	chr2,283588
chrUn_AAWZ02040140	chr2,9127
chrUn_AAWZ02035576	chr1,43440
chrUn_GL344957	chr1,11815
chrUn_GL344956	chr2,26268
chrUn_GL344955	chrUn_random,12038
chrUn_GL344954	chr24,71841
chrUn_GL344953	chr15,19430
chrUn_GL344952	chr14,16723
chrUn_GL344951	chr1,29585
chrUn_GL344950	chr18,19187
chrUn_AAWZ02034288	chr3,188865
chrUn_AAWZ02035806	chr4,95019
chrUn_GL345020	chr28,44991
chrUn_GL345021	chr7,7772
chrUn_AAWZ02037716	chr10,22020
chrUn_GL345023	chr22,73076,chr6,5742
chrUn_GL344009	chr6,153558,chr28,46001,chrUn_random,40441,chr18,30936,chr10,11415,chrZ,9650,chr25,6464
chrUn_GL344008	chr20,46129,chrUn_random,22438,chr17,11418,chr1,7772
chrUn_AAWZ02037712	chr21,67964
chrUn_AAWZ02037713	chrZ,28606,chrUn_random,19806
chrUn_GL344005	chr19,617513
chrUn_GL344004	chr17,213942
chrUn_GL344007	chr23,317850,chr3,50929
chrUn_GL344006	chr4,244193
chrUn_GL344001	chr5,10026
chrUn_GL344000	chr3,83076,chr7,18485
chrUn_GL344002	chrUn_random,18164,chr26,8966
chrUn_GL343523	chr3,1702590
chrUn_GL343522	chr4,577941
chrUn_GL343521	chr24,1250028,chrUn_random,22402,chr1,18664
chrUn_GL343520	chrUn_random,97247,chr1,73503,chr16_random,41940,chr4,36421,chrE22C19W28_E50C23_random,30205,chr18,25784,chr11,25645,chr16,16393,chr3,4727
chrUn_GL343527	chr5,569034,chr3,19434,chrUn_random,18621
chrUn_GL343526	chr13,134637,chr6,16473
chrUn_GL343525	chr20,82616,chr2,16759,chr1,13323,chr19,7852
chrUn_GL343524	chr9,1219780,chr2,11027
chrUn_GL344844	chr17,106664
chrUn_GL343529	chr3,350837,chr2,7149
chrUn_GL343528	chr4,901170,chrUn_random,25457,chr1,9445,chr22,9269,chrZ,2416
chrUn_AAWZ02040797	chr2,8275
chrUn_AAWZ02040794	chr2,11298
chrUn_AAWZ02037198	chrZ,51909
chrUn_AAWZ02040799	chr5,11698
chrUn_AAWZ02041805	chr11,32967
chrUn_AAWZ02039492	chr6,31765
chrUn_AAWZ02041469	chr1,10892
chrUn_AAWZ02041463	chr22,10704
chrUn_AAWZ02039596	chr1,66947
chrUn_AAWZ02035620	chr5,37637
chrUn_AAWZ02037537	chrUn_random,20406
chrUn_GL344949	chr21,80937
chrUn_GL343419	chr1,1000138
chrUn_GL343418	chr22,1088579
chrUn_GL343417	chr15,2572954,chr11,19400,chr2,4613
chrUn_GL343416	chrZ,154097,chrZ_random,141089,chrUn_random,75808
chrUn_GL343415	chr2,111200,chr3,10350,chrUn_random,8865
chrUn_GL343414	chr1,680813,chr21,74079,chrUn_random,49669,chr4,32198,chr17,31675,chr8,31220,chr3,22854,chr13,12661,chrZ,10432,chr7,4615
chrUn_GL343413	chr20,341965,chr9,21692,chr1,14805,chr14,6209
chrUn_GL343412	chr12,215382,chr3,19108,chr1,3958
chrUn_GL343411	chr7,1914830
chrUn_GL343410	chr8,737875
chrUn_AAWZ02041057	chr9,30518
chrUn_AAWZ02037533	chr2,9159
chrUn_AAWZ02040210	chr2,25426
chrUn_AAWZ02038815	chr1,8611
chrUn_AAWZ02039863	chr21,25297
chrUn_AAWZ02041745	chrUn_random,10099
chrUn_AAWZ02040038	chr17,48538
chrUn_AAWZ02039384	chr2,38959
chrUn_AAWZ02041072	chr2,30405
chrUn_AAWZ02038811	chr1,39702
chrUn_AAWZ02040347	chr25,10622
chrUn_GL343709	chr21,742402
chrUn_GL343708	chr1,256487
chrUn_GL343703	chr23,469533
chrUn_GL343702	chr1,85856,chrUn_random,3254
chrUn_GL343701	chr21,546150
chrUn_GL343700	chr7,81586,chr19,8880
chrUn_GL343707	chr11,13398
chrUn_GL343706	chr23,891773
chrUn_GL343705	chr24,460481
chrUn_GL343704	chr3,217807
chrUn_GL344781	chr1,38804,chrUn_random,11058
chrUn_AAWZ02041081	chr28,11278
chrUn_AAWZ02041913	chr10,8233,chr4,8121
chrUn_AAWZ02041679	chrZ,7059
chrUn_AAWZ02037129	chr8,84208
chrUn_AAWZ02041672	chr28,24961
chrUn_AAWZ02041673	chr2,44845
chrUn_AAWZ02038322	chr8,37534
chrUn_AAWZ02038323	chr2,26423
chrUn_AAWZ02041677	chr2,10879,chrUn_random,8888
chrUn_GL343893	chr25,305858,chr28,31052,chrUn_random,9843
chrUn_AAWZ02039235	chrZ,17405
chrUn_AAWZ02040410	chr15,6096
chrUn_AAWZ02040413	chr1,10063
chrUn_GL344372	chr21,7547
chr5	chr1,106809506,chr4,57599406,chrUn_random,610364,chr13,32338,chr12,30688,chr3,23000,chr5,21051,chr2,17455,chr7,14959,chr9,9801,chr28,7828,chr18,4078
chrUn_GL344279	chrUn_random,62834
chrUn_GL344377	chr17,73604
chrUn_GL344376	chrUn_random,99149,chr1,12142
chrUn_GL343677	chr11,634123,chr14,14032,chr1,9971,chrUn_random,2702
chrUn_GL343676	chrUn_random,94634,chr1,46528,chr11,39361,chrE22C19W28_E50C23_random,12428
chrUn_GL343675	chr11,786984
chrUn_GL343674	chr7,206488
chrUn_GL343673	chr18,162402,chrUn_random,51790,chr1,42028
chr1	chr5,113696001,chr3,69647067,chr7,47691245,chr13,8935402,chr1,2159487,chrUn_random,868945,chr15,774699,chr19,113674,chrZ,39996,chr2,33954,chr10,28472,chr6,20907,chr4,12664,chr12,9160
chrUn_GL343671	chr10,498758,chr22,22580,chr14,14726
chrUn_GL343670	chr11,515926
chrUn_AAWZ02038434	chr1,8297
chrUn_AAWZ02038436	chr28,45511
chrUn_GL344374	chr5,61459
chrUn_AAWZ02038430	chr9,6962
chrUn_AAWZ02038431	chr24,29463
chrUn_GL343679	chr22,463670
chrUn_GL343678	chr1,260120
chrUn_AAWZ02039125	chr1,11251
chrUn_GL344272	chr17,114666,chr8,2634
chrUn_AAWZ02036615	chr1,60836
chrUn_GL343953	chr3,121512,chrUn_random,13813
chrUn_AAWZ02039129	chr12,29376
chrUn_GL343899	chrUn_random,26109,chr1,19862,chr21,11084
chrUn_AAWZ02038182	chr6,34751
chrUn_GL344378	chr11,134622
chrUn_AAWZ02040346	chr12,11441
chrUn_GL344276	chr14,189971
chrUn_GL344277	chr20,11748,chr2,4681
chrUn_GL344522	chr19,40678
chrUn_AAWZ02038610	chr18,26637
chrUn_GL344274	chr28,230929
chrUn_AAWZ02038612	chr9,23072
chrUn_AAWZ02041168	chr17,17731
chrUn_GL344275	chr4,140744
chrUn_AAWZ02036120	chr1,16399
chrUn_AAWZ02039059	chr21,18565
chrUn_GL344175	chr4,240615,chr2,17075
chrUn_AAWZ02036728	chr15,60713
chrUn_AAWZ02036729	chr1,33651
chrUn_GL344141	chr3,89246
chrUn_AAWZ02040106	chr19,32323
chrUn_GL344174	chr10,27973,chr25,27227
chrUn_AAWZ02039051	chr14,38857
chrUn_AAWZ02037731	chr17,189527
chrUn_AAWZ02038936	chr2,20946
chrUn_AAWZ02039052	chr21,18756
chrUn_AAWZ02036726	chr4,44597
chrUn_AAWZ02036727	chrZ,17448
chrUn_AAWZ02038556	chr8,10579
chrUn_AAWZ02040308	chr10,38610
chrUn_GL344176	chr9,32558
chrUn_AAWZ02041254	chrZ,19877
chrUn_AAWZ02039698	chrUn_random,42169
chrUn_AAWZ02040301	chr8,17104
chrUn_GL344171	chr4,38511
chrUn_AAWZ02039695	chr3,11912
chrUn_AAWZ02039694	chrUn_random,38100
chrUn_AAWZ02039693	chr3,44051
chrUn_AAWZ02039692	chr5,33615
chrUn_AAWZ02039691	chr27,8544
chrUn_GL344170	chr6,26478,chr10,5485,chr28,2093
chrUn_GL344173	chr18,37340,chr1,12900
chrUn_AAWZ02040680	chr3,7017
chrUn_GL344172	chr19,94839
chrUn_AAWZ02040279	chr13,6111
chrUn_GL343474	chr12,1128978,chr1,25690
chrUn_GL343264	chr5,3833791
chrUn_GL343265	chr2,2270082,chr1,14218,chr14,5598
chrUn_GL343266	chr3,1951077
chrUn_GL343267	chr8,926422,chr3,10600
chrUn_GL343260	chr18,2962099
chrUn_GL343261	chr5,2477220,chr20,102073
chrUn_GL344542	chr14,38377
chrUn_GL343263	chr14,4354981,chr1,9657
chrUn_AAWZ02037237	chr19,84372
chrUn_AAWZ02037236	chrM,630867
chrUn_GL343476	chrZ,1476811,chr10,16429
chrUn_GL343268	chr6,1203812,chr4,13570
chrUn_GL344549	chr17,38355
chrUn_AAWZ02036864	chr4,95414
chrUn_AAWZ02041327	chr3,10799
chrUn_AAWZ02039278	chr4,30722
chrUn_AAWZ02039274	chr5,28532
chrUn_AAWZ02040237	chrUn_random,9091
chrUn_AAWZ02036318	chr17,122423
chrUn_AAWZ02039271	chr1,13730
chrUn_AAWZ02041329	chr9,23469
chrUn_AAWZ02039272	chr10,17070
chrUn_AAWZ02039581	chr15,34455
chrUn_AAWZ02039586	chr17,55113
chrUn_AAWZ02039239	chr3,7707
chrUn_AAWZ02039589	chr10,29913
chrUn_AAWZ02039588	chr3,29081
chrUn_AAWZ02040959	chr6,13652,chr7,10120,chr2,2553
chrUn_AAWZ02038015	chr1,7580
chrUn_AAWZ02036645	chr1,33058
chrUn_AAWZ02041968	chr8,11137
chrUn_AAWZ02039455	chr5,23192
chrUn_AAWZ02037520	chr21,21164
chrUn_AAWZ02037526	chr8,15824
chrUn_GL344399	chr28,54633
chrUn_AAWZ02039153	chr10,41907
chrUn_GL344398	chr1,15599
chrUn_AAWZ02041928	chr22,9162
chrUn_AAWZ02040122	chrZ,16624
chrUn_AAWZ02039473	chr2,17879
chrUn_AAWZ02039472	chr9,6263
chrUn_AAWZ02040127	chr19,39337,chr15,2409
chrUn_AAWZ02040126	chr4,24887
chrUn_AAWZ02038840	chr18,82051,chrUn_random,2542,chr16,2202
chrUn_AAWZ02039479	chr21,26757
chrUn_AAWZ02039478	chr4,22081
chrUn_GL344140	chr21,37828
chrUn_GL344395	chr10,30334
chrUn_GL344490	chr4,80696,chr10,3933
chrUn_GL344491	chrUn_random,70727,chr12,26312,chr23,21695,chrZ,8072
chrUn_GL344144	chrUn_random,56802,chr1,13353
chrUn_GL344497	chr5,26593,chr3,2609
chrUn_GL344146	chr20,167296
chrUn_GL343874	chr11,133131
chrUn_GL344148	chr14,124677
chrUn_GL344149	chr11,516438
chrUn_GL344498	chrUn_random,124952,chr24,4965
chrUn_GL344499	chr3,91463
chrUn_GL344397	chrUn_random,11772,chr8,8586
chrUn_AAWZ02038152	chr17,20407
chrUn_GL343848	chr21,403809,chr1,9969
chrUn_GL343849	chr11,350034
chrUn_AAWZ02037143	chr1,36771
chrUn_GL344396	chr11,100533
chrUn_AAWZ02037145	chr2,69471
chrUn_GL344813	chr9,47362
chrUn_GL344810	chr17,44593,chrUn_random,8187
chrUn_GL344811	chr17,38107
chrUn_GL343840	chr11,437421
chrUn_GL343841	chr14,72439
chrUn_GL343842	chr4,288374,chr9,6244
chrUn_GL343843	chr23,420867
chrUn_GL343844	chr10,67404
chrUn_GL343845	chr5,180646
chrUn_GL343846	chr14,771674
chrUn_GL344819	chr4,48478
chrUn_AAWZ02040464	chrUn_random,16119
chrUn_GL344393	chr15,133886
chrUn_GL344392	chrUn_random,38514
chrUn_AAWZ02041954	chrUn_random,25710,chr15,2009
chrUn_AAWZ02037091	chr4,14558
chrUn_AAWZ02040467	chr17,35763
chrUn_GL344728	chr28,102422
chrUn_GL344729	chr7,10799,chr12,7399
chrUn_GL344724	chr1,128757,chr24,5256
chrUn_GL344725	chr26,15045
chrUn_GL344727	chr28,11635
chrUn_GL344720	chr28,49692,chr23,15551,chr8,4025,chrZ,2190
chrUn_GL344721	chr20,130065
chrUn_GL344722	chr4,15677
chrUn_GL344723	chr5,7703
chrUn_GL343288	chrZ,475947,chrUn_random,127115,chr1,35081,chr3,11877,chr2,7281
chrUn_GL343289	chr1,181266,chrUn_random,67329,chr10,59298,chr20,9399,chr3,9037,chr14,7798,chrZ,5819
chrUn_GL343286	chr13,970702,chr17,250728,chr8,218835,chrZ,164573,chr5,58040,chrUn_random,41501,chr18,15969,chr7,10909,chr27,10470,chr11,9464,chr2,8061,chr1,2364
chrUn_GL343287	chr1,382593,chr4,289823,chr15,252212,chrUn_random,175534,chr5,172917,chr19,141284,chr8,54283,chr3,25849,chr6,18200,chr17,17089,chr24,13071,chr27,12025,chr14,7209,chr25,6694,chr2,3662
chrUn_GL343284	chr3,4331158
chrUn_GL343285	chr3,3874172,chr1,23345
chrUn_GL343282	chr15,5620972,chr4,3892,chr7,2068
chrUn_GL343283	chr5,4058676,chrUn_random,9153
chrUn_GL343280	chr7,2628171,chr27,15724
chrUn_GL343281	chr24,154539,chrUn_random,152882,chr1,99035,chr15,62748,chr14,22414,chrE64_random,18690,chr3,7782,chr2,2584
chrUn_AAWZ02039451	chr18,11214
chrUn_AAWZ02040385	chr19,19696
chrUn_AAWZ02040136	chr1,8502
chrUn_GL345025	chr1,10452
chrUn_GL344922	chr4,12411
chrUn_GL344923	chr20,50600
chrUn_GL344920	chr6,21618,chrUn_random,17748
chrUn_GL344921	chr9,8885
chrUn_GL344927	chr21,14760
chrUn_GL344924	chr17,22225
chrUn_GL344925	chr6,9275,chr1,8565
chrUn_AAWZ02041892	chr19,15543
chrUn_AAWZ02041893	chr12,16227
chrUn_GL344928	chr22,11162
chrUn_AAWZ02035960	chrE22C19W28_E50C23_random,35668,chrUn_random,8026
chrUn_GL345038	chr5,7831
chrUn_GL345037	chr3,11484
chrUn_GL345035	chrE22C19W28_E50C23,21275
chrUn_GL345034	chr1,47393
chrUn_GL345033	chr2,26907
chrUn_GL345026	chr14,90519
chrUn_GL345031	chr5,31452
chrUn_GL344038	chr17,241270
chrUn_GL344039	chr1,198331
chrUn_AAWZ02038986	chr19,10855
chrUn_AAWZ02038981	chr1,7774
chrUn_AAWZ02038982	chr21,6697
chrUn_AAWZ02038983	chr12,99768,chr1,2111
chrUn_GL344030	chr4,70666,chrUn_random,31416
chrUn_GL344031	chr20,84554,chr1,17907
chrUn_GL344032	chr4,239594
chrUn_GL344033	chr14,144342
chrUn_GL344034	chr13,77208,chr3,11294
chrUn_GL344035	chr1,16345,chr14,13139
chrUn_GL344036	chr16,62483,chr15,25455
chrUn_GL344037	chr13,22191,chr1,10574,chr4,5577
chrUn_AAWZ02039907	chr2,8554
chrUn_AAWZ02039906	chr10,39794
chrUn_AAWZ02039904	chr22,23933
chrUn_AAWZ02039902	chrUn_random,47360
chrUn_AAWZ02040387	chr20,7602
chrUn_AAWZ02040134	chr7,34544
chrUn_AAWZ02039909	chr10,51534
chrUn_AAWZ02039806	chr1,6482
chrUn_AAWZ02040104	chr5,25873
chrUn_AAWZ02040786	chr6,27868
chrUn_AAWZ02040781	chr4,12820
chrUn_AAWZ02040780	chr19,17189
chrUn_AAWZ02040783	chr9,12289
chrUn_AAWZ02039968	chr9,17087
chrUn_AAWZ02040788	chr19,37464
chrUn_AAWZ02036461	chr5,66818
chrUn_AAWZ02039646	chr17,23255
chrUn_AAWZ02040386	chr3,35164
chrUn_GL344422	chr14,121368
chrUn_GL345028	chr16,17867,chrUn_random,8479
chrUn_GL344420	chr5,69754,chr9,6332
chrUn_GL343347	chr4,868375
chrUn_AAWZ02038895	chr3,28474
chrUn_AAWZ02040886	chr18,13611
chrUn_GL344426	chr1,35817
chrUn_GL343468	chr6,1194544,chr1,17450
chrUn_GL343469	chr11,975699,chrUn_random,8581
chrUn_GL343345	chr4,821668,chr2,256369,chr1,43124,chr3,15266,chr10,14885
chrUn_GL343462	chr19,1472919,chrUn_random,124761,chr15,11785,chr9,2525,chr1,2383
chrUn_GL343463	chrZ,577892,chrE22C19W28_E50C23,46498
chrUn_GL343460	chr1,1975679,chrUn_random,54157
chrUn_GL343344	chr7,1555933
chrUn_GL343466	chr11,241081,chr9,234535,chr1,227779,chrUn_random,189031,chr21,101117,chr2,26251,chr20,24902,chr3,9973,chr5,8815,chr7,8219,chr15,7809,chr12,2508,chrZ,2462
chrUn_GL343467	chr10,2709804
chrUn_GL343464	chr23,667182,chr3,214050,chrUn_random,152991,chr1,44326,chr4,3145,chr20,2936,chrE22C19W28_E50C23_random,2525
chrUn_GL343465	chr4,1272307,chr26,48855,chr1,39195,chr21,36180,chr15,4676,chr3,3160,chrUn_random,2121
chrUn_AAWZ02036947	chr3,27008
chrUn_GL343349	chr1,864329,chr4,179078,chr12,26312,chrZ,20468,chrUn_random,7544
chrUn_GL344658	chr17,83655
chrUn_GL344659	chr5,9707
chrUn_AAWZ02039631	chr22,18733
chrUn_GL344876	chr17,79778
chrUn_AAWZ02039879	chr19,27621
chrUn_AAWZ02038407	chr22,6297
chrUn_GL344221	chr5,86426,chr25,36890,chr2,18090
chrUn_AAWZ02038889	chr17,17196
chrUn_AAWZ02041529	chrUn_random,16826
chrUn_AAWZ02039876	chr10,11836
chrUn_AAWZ02039874	chr9,24517
chrUn_AAWZ02041162	chr12,71825
chrUn_AAWZ02040683	chrZ,30197
chrUn_GL343681	chr3,444002
chrUn_AAWZ02039565	chr19,32079
chrUn_AAWZ02041163	chrZ,21065
chrUn_AAWZ02036835	chr3,7891
chrUn_AAWZ02041209	chr11,19694
chrUn_AAWZ02041061	chr6,10923
chrUn_AAWZ02041060	chr11,24313
chrUn_AAWZ02036933	chr2,19915
chrUn_AAWZ02041208	chr2,15821
chrUn_GL344220	chr20,73815,chrUn_random,4351
chrUn_AAWZ02036932	chr1,41935
chrUn_AAWZ02036838	chr5,78858
chrUn_GL344244	chr21,69562
chrUn_AAWZ02039564	chr6,19724
chrUn_GL344223	chr19,107992
chrUn_GL343320	chr7,8240997,chr21,22493
chrUn_AAWZ02038790	chrZ,32189,chr1,5286,chr14,4880
chrUn_AAWZ02038336	chr14,7271
chrUn_AAWZ02038335	chr4,12944
chrUn_AAWZ02038334	chrZ,21101,chr9,7308
chrUn_AAWZ02038332	chr14,12987
chrUn_AAWZ02038193	chr5,18684,chr3,2807
chrUn_AAWZ02038192	chr3,13004
chrUn_AAWZ02038920	chrUn_random,16608
chrUn_AAWZ02038190	chr1,11337
chrUn_AAWZ02038196	chr3,14074
chrUn_AAWZ02038195	chr3,8585,chr27,4255
chrUn_AAWZ02040260	chr11,12190,chrUn_random,5892
chrUn_GL345113	chr28,19151
chrUn_AAWZ02040422	chr4,20378
chrUn_AAWZ02038198	chr15,28850
chrUn_AAWZ02040424	chr1,16084,chr8,9559
chrUn_AAWZ02040425	chr1,7300
chrUn_AAWZ02039704	chr2,22002
chrUn_AAWZ02039460	chr17,23982,chr4,8359
chrUn_AAWZ02038796	chr3,14564
chrUn_GL343324	chr2,2497081
chrUn_GL343602	chr1,339620,chr3,12402,chr2,2552
chrUn_GL343603	chr4,187284
chrUn_GL343600	chr3,422007,chr2,7170
chrUn_GL343601	chr17,1164650
chrUn_GL343606	chr19,121971,chr2,13849,chrUn_random,7348,chr1,7247
chrUn_GL343607	chrZ,1110010
chrUn_GL343604	chr15,50024,chr2,45104,chr14,15979,chr8,14017,chr1,6924
chrUn_GL343605	chr5,347456,chr1,15131
chrUn_GL343608	chrUn_random,546172,chr22,176530,chr6,57575,chr22_random,32074,chr13,27230,chr1,23262,chr5,11992,chr19,11005,chr4,7266,chr2,6635
chrUn_GL343609	chr21,1678185,chr1,7135
chrUn_AAWZ02041791	chr15,8544
chrUn_AAWZ02041792	chr19,41985
chrUn_AAWZ02039118	chr20,20165
chrUn_AAWZ02036604	chr10,93972,chr4,7411
chrUn_AAWZ02038426	chr14,18957
chrUn_GL343327	chr14,3369432
chrUn_AAWZ02039116	chr20,13288
chrUn_AAWZ02041227	chr11,21681
chrUn_AAWZ02038609	chr17,58326
chrUn_AAWZ02036425	chr3,8452
chrUn_GL343326	chr1,886106,chr18,453525,chr8,113308,chr12,51829,chr5,50176,chrUn_random,40719,chr6,21861,chr26,8022,chr10,2253
chrUn_AAWZ02038607	chr4,40047
chrUn_AAWZ02036422	chr28,100566
chrUn_AAWZ02038517	chrUn_random,27555
chrUn_AAWZ02038516	chr17,19433
chrUn_AAWZ02038515	chr9,22719
chrUn_AAWZ02041082	chr21,25295
chrUn_AAWZ02038045	chr3,15623
chrUn_AAWZ02038044	chr17,21766,chr8,6971
chrUn_AAWZ02038047	chr3,15060
chrUn_AAWZ02038048	chr21,79015
chrUn_AAWZ02036733	chr3,20746,chr2,2876
chrUn_AAWZ02036044	chr7,36133
chrUn_AAWZ02036043	chr5,16678,chr3,15169
chrUn_AAWZ02041865	chrZ,17673
chrUn_AAWZ02036736	chr10,8268
chrUn_AAWZ02041246	chr2,18376
chrUn_AAWZ02040355	chr15,7246
chrUn_AAWZ02041864	chr7,21838
chrUn_AAWZ02040338	chrZ,29027,chr2,9119
chrUn_GL343321	chr9,1096245,chrZ,10892,chr1,9450
chrUn_AAWZ02039563	chr1,6559
chrUn_AAWZ02038269	chr11,80717
chrUn_AAWZ02040330	chr9,9156
chrUn_AAWZ02040332	chr20,17968
chrUn_GL343273	chr12,1990238,chr5,11277,chr26,5318
chrUn_GL343272	chr5,3386435,chr10,23309
chrUn_GL343271	chr4,1006026
chrUn_GL343270	chr5,2431892,chr1,16537
chrUn_GL343277	chr1,2469788
chrUn_GL343276	chr23,715537,chr9,351352,chrUn_random,304861,chr24,248140,chr1,198000,chr6,45087,chr14,33822,chr8,27817,chrE64_random,18992,chr25,7271,chr2,4663,chr28,2112
chrUn_GL343275	chr2,6024068
chrUn_GL343274	chr5,875132,chr6,590822,chr1,55517,chr2,35543,chr3,22462,chr4,12762,chr14,11242,chrUn_random,10878,chr8,5105
chrUn_GL343279	chr18,453969,chr1,404529,chr15,292780,chr19,216133,chr14,214444,chrUn_random,147981,chr28,110604,chrZ,55177,chrE64_random,51153,chr3,39051,chr4,30132,chr2,18471,chr8,15783,chr5,14350,chr16,7135,chrE64,2594
chrUn_GL343278	chr7,5638871
chrUn_AAWZ02039648	chr3,23102
chrUn_AAWZ02040265	chr21,9594
chrUn_AAWZ02036133	chrZ,21915
chrUn_AAWZ02041338	chrZ,15719
chrUn_AAWZ02037952	chr1,27676
chrUn_AAWZ02040875	chr14,19129
chrUn_AAWZ02037950	chr9,17698
chrUn_AAWZ02037951	chr7,13329
chrUn_AAWZ02038732	chr4,12164
chrUn_AAWZ02039241	chr14,12504
chrUn_AAWZ02039242	chr3,7729
chrUn_AAWZ02039243	chr18,60310
chrUn_GL343323	chr4,1307599
chrUn_AAWZ02041659	chrUn_random,12226
chrUn_AAWZ02037390	chrZ,82331
chrUn_AAWZ02037391	chr28,19079
chrUn_AAWZ02037392	chr5,90995
chrUn_AAWZ02037393	chr5,26632
chrUn_AAWZ02037394	chr4,68467
chrUn_AAWZ02037395	chr22,85626
chrUn_AAWZ02037396	chr7,25151
chrUn_AAWZ02037397	chr11,9676
chrUn_AAWZ02037398	chr14,69886,chr20,9688
chrUn_AAWZ02037556	chr4,81223
chrUn_AAWZ02037554	chr2,25503
chrUn_GL343322	chr24,742954,chr2,12230,chr1,8457
chrUn_AAWZ02037550	chr1,32033
chrUn_AAWZ02040115	chr3,8005
chrUn_GL344159	chr4,37492
chrUn_GL344158	chr23,71018,chr3,9198
chrUn_GL344157	chr11,49649
chrUn_GL344156	chr1,132605
chrUn_GL344155	chr19,389892
chrUn_GL344154	chrUn_random,56234,chr10,27655,chrZ,2591
chrUn_GL344153	chr1,14501,chr20,13058
chrUn_GL344152	chr23,7989
chrUn_GL344151	chr17,241541
chrUn_GL344150	chr14,229069
chrUn_GL344481	chr24,163400
chrUn_GL344480	chr3,23962
chrUn_GL344483	chr5,39346
chrUn_GL344482	chr11,199999
chrUn_GL344485	chr14,134801
chrUn_GL344484	chr6,17100
chrUn_GL344487	chrUn_random,27951
chrUn_GL344486	chr8,63303
chrUn_GL344489	chrUn_random,25830,chr25,5193
chrUn_GL344488	chr19,54012
chrUn_AAWZ02039067	chr18,12091
chrUn_GL343857	chr17,135490,chr1,10649,chr8,5772
chrUn_GL343856	chr14,984352
chrUn_GL343855	chr1,348539,chrUn_random,65310,chr2,38185,chr4,35187,chr18,6548,chr15,4651,chr8,3578
chrUn_GL343854	chr3,279718
chrUn_GL343853	chr2,201198,chr1,22613,chr5,2598
chrUn_GL343852	chr28,594604
chrUn_GL343851	chr19,403805
chrUn_GL343850	chr5,109512,chrUn_random,19665
chrUn_AAWZ02041945	chr2,41710
chrUn_GL344809	chr2,21282
chrUn_GL343859	chrZ,88281,chr2,19288,chr11,12821,chr1,8102,chr23,5263
chrUn_GL343858	chrUn_random,330587,chr7,45463,chr6,38590,chr5,35357,chr13,14439,chr1,10841,chr4,2680
chrUn_AAWZ02039446	chrUn_random,48993
chrUn_AAWZ02040535	chr2,7681
chrUn_GL344516	chr18,43178,chr3,7099
chrUn_AAWZ02039447	chr1,13904
chrUn_GL344515	chr1,16109
chrUn_AAWZ02040393	chr3,23010
chrUn_AAWZ02039486	chr10,17764
chrUn_GL344739	chr21,42674
